label,file1_char_count,file1_word_count,file1_sentence_count,file1_avg_sentence_length,file1_english_word_ratio,file1_cyrillic_count,file1_arabic_count,file1_chinese_count,file1_script_diversity,file1_unicode_control_chars,file1_number_count,file1_uppercase_word_count,file1_repetition_score,file1_perplexity_score,file1_ttr_ratio,file2_char_count,file2_word_count,file2_sentence_count,file2_avg_sentence_length,file2_english_word_ratio,file2_cyrillic_count,file2_arabic_count,file2_chinese_count,file2_script_diversity,file2_unicode_control_chars,file2_number_count,file2_uppercase_word_count,file2_repetition_score,file2_perplexity_score,file2_ttr_ratio,diff_char_count,ratio_char_count,diff_word_count,ratio_word_count,diff_sentence_count,ratio_sentence_count,diff_avg_sentence_length,diff_english_word_ratio,diff_cyrillic_count,diff_arabic_count,diff_chinese_count,diff_script_diversity,diff_unicode_control_chars,diff_number_count,diff_uppercase_word_count,diff_repetition_score,diff_perplexity_score,ratio_perplexity_score,diff_ttr_ratio,ratio_ttr_ratio,cosine_sim_word_counts
1,1465,242,1,242.0,0.7479338842975206,0,0,0,0,0,0,0,0.45454545454545453,80.62818992629623,1.0,8652,1118,1,1118.0,0.26565295169946335,407,184,71,3,92,0,0,0.03756708407871199,974.8738199892305,1.0,-7187,0.16932501153845064,-876,0.21645796045039536,0,0.9999990000010001,-876.0,0.48228093259805727,-407,-184,-71,-3,-92,0,0,0.4169783704667425,-894.2456300629342,0.08270628279307024,0.0,0.9999990000010001,0.3925619834710744
2,9578,1179,1,1179.0,0.22985581000848176,448,177,90,3,106,0,0,0.007633587786259542,1100.1018162473265,1.0,1046,164,1,164.0,0.6585365853658537,0,0,0,0,2,0,0,0.34146341463414637,66.04669949630035,1.0,8532,9.15678775415221,1015,7.189024346408388,0,0.9999990000010001,1015.0,-0.4286807753573719,448,177,90,3,104,0,0,-0.3338298268478868,1034.0551167510262,16.656423530331384,0.0,0.9999990000010001,0.1402439024390244
2,592,99,1,99.0,0.898989898989899,0,0,0,0,1,0,0,0.04040404040404041,61.06142902298713,1.0,887,136,1,136.0,0.8382352941176471,0,0,0,0,0,0,0,0.058823529411764705,106.0772170385891,1.0,-295,0.667418263058153,-37,0.7279411711180797,0,0.9999990000010001,-37.0,0.06075460487225193,0,0,0,0,1,0,0,-0.018419489007724298,-45.01578801560197,0.5756318854513512,0.0,0.9999990000010001,0.29292929292929293
2,2983,508,1,508.0,0.844488188976378,0,0,0,0,17,0,0,0.38779527559055116,171.16489866339415,1.0,1847,274,1,274.0,0.7116788321167883,0,0,0,0,0,0,0,0.3248175182481752,104.57741822133023,1.0,1136,1.61505143388465,234,1.8540145917736695,0,0.9999990000010001,234.0,0.13280935685958972,0,0,0,0,17,0,0,0.06297775734237598,66.58748044206392,1.6367290370891305,0.0,0.9999990000010001,0.5364963503649635
1,1600,266,1,266.0,0.7368421052631579,0,0,0,0,0,0,0,0.39473684210526316,93.0714826043628,1.0,1610,270,1,270.0,0.762962962962963,0,0,0,0,0,0,0,0.4,90.823288792043,1.0,-10,0.9937888192585161,-4,0.9851851815363512,0,0.9999990000010001,-4.0,-0.0261208576998051,0,0,0,0,0,0,0,-0.0052631578947368585,2.2481938123197978,1.0247534835774774,0.0,0.9999990000010001,0.9285714285714286
2,1728,258,1,258.0,0.7713178294573644,0,0,0,0,6,0,0,0.2131782945736434,155.11759174113524,1.0,899,132,1,132.0,0.6818181818181818,0,0,0,0,0,0,0,0.14393939393939395,88.04420367485078,1.0,829,1.9221357042022962,126,1.9545454397382922,0,0.9999990000010001,126.0,0.08949964763918261,0,0,0,0,6,0,0,0.06923890063424945,67.07338806628447,1.76181490098057,0.0,0.9999990000010001,0.4772727272727273
2,1739,257,1,257.0,0.7626459143968871,0,0,0,0,12,0,0,0.3229571984435798,116.06328824576865,1.0,1058,164,1,164.0,0.7195121951219512,0,0,0,0,0,0,0,0.39634146341463417,67.68503443860463,1.0,681,1.6436672952328284,93,1.5670731611763833,0,0.9999990000010001,93.0,0.04313371927493592,0,0,0,0,12,0,0,-0.07338426497105438,48.378253807164015,1.7147555215664576,0.0,0.9999990000010001,0.5365853658536586
2,1802,291,1,291.0,0.8797250859106529,0,0,0,0,9,0,0,0.3127147766323024,142.8817276360957,1.0,1163,188,1,188.0,0.7872340425531915,0,0,0,0,0,0,0,0.22340425531914893,90.3392044936427,1.0,639,1.549441099269612,103,1.5478723321921686,0,0.9999990000010001,103.0,0.09249104335746139,0,0,0,0,9,0,0,0.08931052131315348,52.54252314245299,1.581613728561632,0.0,0.9999990000010001,0.42021276595744683
2,792,133,1,133.0,0.8872180451127819,0,0,0,0,4,0,0,0.08270676691729323,87.00687264199746,1.0,848,136,1,136.0,0.8676470588235294,0,0,0,0,0,0,0,0.17647058823529413,83.07887185955843,1.0,-56,0.9339622630495729,-3,0.9779411692798443,0,0.9999990000010001,-3.0,0.019570986289252468,0,0,0,0,4,0,0,-0.0937638213180009,3.928000782439028,1.0472803692110648,0.0,0.9999990000010001,0.3458646616541353
2,1997,301,1,301.0,0.7342192691029901,0,0,0,0,0,0,0,0.3787375415282392,95.01326447920452,1.0,1973,301,1,301.0,0.7408637873754153,0,0,0,0,0,0,0,0.3853820598006645,93.87317995506221,1.0,24,1.0121642164155276,0,0.9999999966777409,0,0.9999990000010001,0.0,-0.006644518272425182,0,0,0,0,0,0,0,-0.006644518272425293,1.1400845241423099,1.0121449333296597,0.0,0.9999990000010001,0.8770764119601329
1,1716,271,1,271.0,0.7896678966789668,0,0,0,0,0,0,0,0.3837638376383764,99.5010139641788,1.0,40482,5013,1,5013.0,0.2990225413923798,1809,687,284,3,318,0,0,0.052264113305405945,4015.217880053657,1.0,-38766,0.04238921001822071,-4742,0.05405944543106733,0,0.9999990000010001,-4742.0,0.4906453552865869,-1809,-687,-284,-3,-318,0,0,0.3314997243329705,-3915.7168660894786,0.02478097500852635,0.0,0.9999990000010001,0.7343173431734318
2,2500,362,1,362.0,0.8093922651933702,0,0,0,0,13,0,0,0.22099447513812154,187.63655885036476,1.0,2191,327,1,327.0,0.764525993883792,0,0,0,0,6,0,0,0.3119266055045872,154.5787651196434,1.0,309,1.141031491948411,35,1.1070336357583068,0,0.9999990000010001,35.0,0.0448662713095781,0,0,0,0,7,0,0,-0.09093213036646564,33.05779373072136,1.213857268760541,0.0,0.9999990000010001,0.5259938837920489
1,2593,391,1,391.0,0.7953964194373402,0,0,0,0,0,0,0,0.2813299232736573,169.2714077207592,1.0,2781,409,1,409.0,0.8019559902200489,0,0,0,0,10,0,0,0.25183374083129584,188.07186602840528,1.0,-188,0.9323984175000366,-18,0.9559902177115154,0,0.9999990000010001,-18.0,-0.006559570782708746,0,0,0,0,-10,0,0,0.029496182442361463,-18.800458307646068,0.9000357703430117,0.0,0.9999990000010001,0.6240409207161125
1,2120,337,1,337.0,0.7477744807121661,0,0,0,0,0,0,0,0.37091988130563797,121.31767989732424,1.0,1978,302,1,302.0,0.7284768211920529,0,0,0,0,0,0,0,0.3509933774834437,112.60235843436926,1.0,142,1.0717896860102174,35,1.115894036040086,0,0.9999990000010001,35.0,0.019297659520113197,0,0,0,0,0,0,0,0.01992650382219424,8.715321462954975,1.0773990927608825,0.0,0.9999990000010001,0.7748344370860927
2,1985,316,1,316.0,0.8449367088607594,0,0,0,0,8,0,0,0.28164556962025317,130.78637087711547,1.0,784,123,1,123.0,0.8048780487804879,0,0,0,0,0,0,0,0.18699186991869918,68.19199490431276,1.0,1201,2.531887751872592,193,2.5691056701698725,0,0.9999990000010001,193.0,0.04005866008027159,0,0,0,0,8,0,0,0.09465369970155399,62.59437597280271,1.9179138129441957,0.0,0.9999990000010001,0.5447154471544715
1,753,115,1,115.0,0.7652173913043478,0,0,0,0,0,0,0,0.2,60.557809329855516,1.0,1430,238,1,238.0,0.8319327731092437,0,0,0,0,9,0,0,0.18067226890756302,130.3013615081773,1.0,-677,0.5265734262051933,-123,0.48319327528070055,0,0.9999990000010001,-123.0,-0.06671538180489589,0,0,0,0,-9,0,0,0.01932773109243699,-69.74355217832179,0.46475192710325725,0.0,0.9999990000010001,0.4956521739130435
2,1617,232,1,232.0,0.7586206896551724,0,0,0,0,10,0,0,0.27155172413793105,124.7577513386292,1.0,1626,250,1,250.0,0.728,0,0,0,0,8,0,0,0.312,104.99081612907956,1.0,-9,0.9944649440378444,-18,0.927999996288,0,0.9999990000010001,-18.0,0.030620689655172395,0,0,0,0,2,0,0,-0.04044827586206895,19.766935209549644,1.188272981867047,0.0,0.9999990000010001,0.44396551724137934
2,3123,513,1,513.0,0.7699805068226121,0,0,0,0,0,0,0,0.4171539961013645,154.0353124980872,1.0,2789,471,1,471.0,0.772823779193206,0,0,0,0,0,0,0,0.40764331210191085,137.09259609425854,1.0,334,1.119756184611059,42,1.0891719722098259,0,0.9999990000010001,42.0,-0.0028432723705938967,0,0,0,0,0,0,0,0.00951068399945365,16.942716403828655,1.1235859248634674,0.0,0.9999990000010001,0.7579617834394905
1,1626,250,1,250.0,0.728,0,0,0,0,8,0,0,0.312,104.99081612907956,1.0,1617,232,1,232.0,0.7586206896551724,0,0,0,0,10,0,0,0.27155172413793105,124.7577513386292,1.0,9,1.0055658620868484,18,1.0775862022517837,0,0.9999990000010001,18.0,-0.030620689655172395,0,0,0,0,-2,0,0,0.04044827586206895,-19.766935209549644,0.8415574516291672,0.0,0.9999990000010001,0.44396551724137934
1,945,143,1,143.0,0.8181818181818182,0,0,0,0,0,0,0,0.11188811188811189,79.04488864808127,1.0,1530,217,1,217.0,0.7788018433179723,0,0,0,0,11,0,0,0.22580645161290322,113.40471982958569,1.0,-585,0.6176470584198385,-74,0.6589861720784047,0,0.9999990000010001,-74.0,0.039379974863845923,0,0,0,0,-11,0,0,-0.11391833972479133,-34.35983118150442,0.6970158567460586,0.0,0.9999990000010001,0.6503496503496503
1,899,132,1,132.0,0.6818181818181818,0,0,0,0,0,0,0,0.14393939393939395,88.04420367485078,1.0,1728,258,1,258.0,0.7713178294573644,0,0,0,0,6,0,0,0.2131782945736434,155.11759174113524,1.0,-829,0.5202546293285563,-126,0.5116279049936903,0,0.9999990000010001,-126.0,-0.08949964763918261,0,0,0,0,-6,0,0,-0.06923890063424945,-67.07338806628447,0.5675965061021899,0.0,0.9999990000010001,0.4772727272727273
2,1774,264,1,264.0,0.7954545454545454,0,0,0,0,4,0,0,0.10227272727272728,156.2812385596277,1.0,1869,255,1,255.0,0.7372549019607844,0,0,0,0,1,0,0,0.12941176470588237,154.99573943639464,1.0,-95,0.9491706789999086,9,1.035294113587082,0,0.9999990000010001,9.0,0.058199643493761055,0,0,0,0,3,0,0,-0.027139037433155086,1.285499123233052,1.0082937642003174,0.0,0.9999990000010001,0.34509803921568627
1,1270,187,1,187.0,0.7165775401069518,0,0,0,0,0,0,0,0.1925133689839572,104.76113858690367,1.0,1657,267,1,267.0,0.7827715355805244,0,0,0,0,4,0,0,0.23220973782771537,137.33619390155556,1.0,-387,0.7664453827601415,-80,0.7003745292120804,0,0.9999990000010001,-80.0,-0.06619399547357252,0,0,0,0,-4,0,0,-0.039696368843758156,-32.57505531465189,0.7628079302910487,0.0,0.9999990000010001,0.6363636363636364
2,1576,255,1,255.0,0.8117647058823529,0,0,0,0,6,0,0,0.24313725490196078,125.44719758253757,1.0,772,117,1,117.0,0.717948717948718,0,0,0,0,3,0,0,0.18803418803418803,74.13474594223206,1.0,804,2.041450774557706,138,2.1794871608590842,0,0.9999990000010001,138.0,0.09381598793363499,0,0,0,0,3,0,0,0.05510306686777275,51.31245164030551,1.6921511539020921,0.0,0.9999990000010001,0.6923076923076923
2,1991,317,1,317.0,0.8359621451104101,0,0,0,0,9,0,0,0.3217665615141956,136.2377776858382,1.0,1314,209,1,209.0,0.7990430622009569,0,0,0,0,0,0,0,0.23923444976076555,110.70790003272909,1.0,677,1.5152206989990709,108,1.5167464042260939,0,0.9999990000010001,108.0,0.03691908290945323,0,0,0,0,9,0,0,0.08253211175343003,25.529877653109125,1.2306057328786462,0.0,0.9999990000010001,0.41626794258373206
2,1030,150,1,150.0,0.7733333333333333,0,0,0,0,2,0,0,0.0,116.32534780502286,1.0,1218,175,1,175.0,0.7428571428571429,0,0,0,0,3,0,0,0.0,118.33016129190283,1.0,-188,0.845648603575001,-25,0.857142852244898,0,0.9999990000010001,-25.0,0.030476190476190435,0,0,0,0,-1,0,0,0.0,-2.004813486879968,0.9830574517261762,0.0,0.9999990000010001,0.5266666666666666
1,772,117,1,117.0,0.717948717948718,0,0,0,0,3,0,0,0.18803418803418803,74.13474594223206,1.0,1576,255,1,255.0,0.8117647058823529,0,0,0,0,6,0,0,0.24313725490196078,125.44719758253757,1.0,-804,0.4898477154252235,-138,0.45882352761245676,0,0.9999990000010001,-138.0,-0.09381598793363499,0,0,0,0,-3,0,0,-0.05510306686777275,-51.31245164030551,0.5909637423545601,0.0,0.9999990000010001,0.6923076923076923
1,1063,157,1,157.0,0.7834394904458599,0,0,0,0,0,0,0,0.27388535031847133,82.0261882796092,1.0,1856,268,1,268.0,0.7649253731343284,0,0,0,0,12,0,0,0.23134328358208955,132.54178193834684,1.0,-793,0.5727370686569304,-111,0.5858208933364892,0,0.9999990000010001,-111.0,0.01851411731153152,0,0,0,0,-12,0,0,0.04254206673638178,-50.51559365873764,0.6188704155108923,0.0,0.9999990000010001,0.6050955414012739
2,8973,1167,1,1167.0,0.29220222793487577,470,184,50,3,80,0,0,0.05141388174807198,976.5458080214443,1.0,1502,200,1,200.0,0.69,0,0,0,0,0,0,0,0.365,77.09044242225697,1.0,7471,5.974034616528605,967,5.834999970825001,0,0.9999990000010001,967.0,-0.3977977720651242,470,184,50,3,80,0,0,-0.313586118251928,899.4553655991873,12.667533933778143,0.0,0.9999990000010001,0.71
1,1333,192,1,192.0,0.7916666666666666,0,0,0,0,0,0,0,0.020833333333333332,144.09226570092179,1.0,1683,260,1,260.0,0.8423076923076923,0,0,0,0,1,0,0,0.19615384615384615,134.97009703151267,1.0,-350,0.7920380268615341,-68,0.7384615356213018,0,0.9999990000010001,-68.0,-0.05064102564102568,0,0,0,0,-1,0,0,-0.1753205128205128,9.12216866940912,1.0675865825279263,0.0,0.9999990000010001,0.5364583333333334
1,1385,216,1,216.0,0.7592592592592593,0,0,0,0,0,0,0,0.2916666666666667,111.11731942472798,1.0,9095,1195,1,1195.0,0.2744769874476987,411,172,68,3,89,0,0,0.04435146443514645,1031.107810298681,1.0,-7710,0.1522814733202549,-979,0.18075313792405592,0,0.9999990000010001,-979.0,0.4847822718115606,-411,-172,-68,-3,-89,0,0,0.24731520223152023,-919.990490873953,0.10776498655826847,0.0,0.9999990000010001,0.5555555555555556
1,884,123,1,123.0,0.6991869918699187,0,0,0,0,4,0,0,0.13008130081300814,79.24444939975865,1.0,1630,229,1,229.0,0.7117903930131004,0,0,0,0,6,0,0,0.33624454148471616,97.22895808815773,1.0,-746,0.5423312880108396,-106,0.537117901584638,0,0.9999990000010001,-106.0,-0.012603401143181703,0,0,0,0,-2,0,0,-0.20616324067170802,-17.984508688399075,0.8150292890403931,0.0,0.9999990000010001,0.5772357723577236
2,2130,353,1,353.0,0.7563739376770539,0,0,0,0,2,0,0,0.35410764872521244,121.23320275527217,1.0,1411,234,1,234.0,0.7222222222222222,0,0,0,0,0,0,0,0.2264957264957265,115.33190836195455,1.0,719,1.5095676814248278,119,1.5085470021002265,0,0.9999990000010001,119.0,0.034151715454831644,0,0,0,0,2,0,0,0.12761192222948595,5.901294393317627,1.0511679155054754,0.0,0.9999990000010001,0.7393162393162394
1,887,136,1,136.0,0.8382352941176471,0,0,0,0,0,0,0,0.058823529411764705,106.0772170385891,1.0,592,99,1,99.0,0.898989898989899,0,0,0,0,1,0,0,0.04040404040404041,61.06142902298713,1.0,295,1.4983108082798804,37,1.3737373598612388,0,0.9999990000010001,37.0,-0.06075460487225193,0,0,0,0,-1,0,0,0.018419489007724298,45.01578801560197,1.7372213031803443,0.0,0.9999990000010001,0.29292929292929293
1,1388,197,1,197.0,0.8020304568527918,0,0,0,0,0,0,0,0.2639593908629442,103.9395701779836,1.0,1501,217,1,217.0,0.815668202764977,0,0,0,0,0,0,0,0.2857142857142857,105.42314106407419,1.0,-113,0.9247168548136463,-20,0.9078340971989213,0,0.9999990000010001,-20.0,-0.01363774591218514,0,0,0,0,0,0,0,-0.021754894851341522,-1.4835708860905896,0.9859274552337958,0.0,0.9999990000010001,0.766497461928934
2,804,124,1,124.0,0.7983870967741935,0,0,0,0,2,0,0,0.03225806451612903,99.42722882124768,1.0,1139,158,1,158.0,0.7658227848101266,0,0,0,0,1,0,0,0.05063291139240506,116.97454793912398,1.0,-335,0.7058823523214377,-34,0.7848101216151259,0,0.9999990000010001,-34.0,0.03256431196406695,0,0,0,0,1,0,0,-0.01837484687627603,-17.5473191178763,0.8499902732943361,0.0,0.9999990000010001,0.1774193548387097
2,906,142,1,142.0,0.8169014084507042,0,0,0,0,3,0,0,0.08450704225352113,91.61632389950225,1.0,1203,176,1,176.0,0.7670454545454546,0,0,0,0,2,0,0,0.07386363636363637,125.87069063864126,1.0,-297,0.753117206356511,-34,0.8068181772339876,0,0.9999990000010001,-34.0,0.04985595390524966,0,0,0,0,1,0,0,0.010643405889884758,-34.254366739139016,0.7278606537137419,0.0,0.9999990000010001,0.4647887323943662
1,962,147,1,147.0,0.7891156462585034,0,0,0,0,0,0,0,0.2653061224489796,75.85203875050416,1.0,1371,211,1,211.0,0.7914691943127962,0,0,0,0,8,0,0,0.21800947867298578,120.80426146689328,1.0,-409,0.7016776070739039,-64,0.6966824611531637,0,0.9999990000010001,-64.0,-0.0023535480542927756,0,0,0,0,-8,0,0,0.047296643775993824,-44.952222716389116,0.6278920726931437,0.0,0.9999990000010001,0.5238095238095238
1,2789,471,1,471.0,0.772823779193206,0,0,0,0,0,0,0,0.40764331210191085,137.09259609425854,1.0,3123,513,1,513.0,0.7699805068226121,0,0,0,0,0,0,0,0.4171539961013645,154.0353124980872,1.0,-334,0.8930515527079567,-42,0.9181286531810358,0,0.9999990000010001,-42.0,0.0028432723705938967,0,0,0,0,0,0,0,-0.00951068399945365,-16.942716403828655,0.8900075767103948,0.0,0.9999990000010001,0.7579617834394905
2,8208,1036,1,1036.0,0.22683397683397682,416,186,67,3,90,0,0,0.01447876447876448,965.4420232206709,1.0,2008,326,1,326.0,0.745398773006135,0,0,0,0,0,0,0,0.38650306748466257,122.70938568601268,1.0,6200,4.087649400354756,710,3.177914100681245,0,0.9999990000010001,710.0,-0.5185647961721582,416,186,67,3,90,0,0,-0.37202430300589806,842.7326375346582,7.867711259050071,0.0,0.9999990000010001,0.09815950920245399
1,1847,274,1,274.0,0.7116788321167883,0,0,0,0,0,0,0,0.3248175182481752,104.57741822133023,1.0,2983,508,1,508.0,0.844488188976378,0,0,0,0,17,0,0,0.38779527559055116,171.16489866339415,1.0,-1136,0.6191753266445943,-234,0.5393700776784054,0,0.9999990000010001,-234.0,-0.13280935685958972,0,0,0,0,-17,0,0,-0.06297775734237598,-66.58748044206392,0.610974670782315,0.0,0.9999990000010001,0.5364963503649635
2,8801,1133,1,1133.0,0.263901147396293,409,170,64,3,108,0,0,0.03000882612533098,1002.7829628720642,1.0,1693,265,1,265.0,0.8226415094339623,0,0,0,0,2,0,0,0.3660377358490566,98.36080406670514,1.0,7108,5.198464261548455,868,4.275471681979353,0,0.9999990000010001,868.0,-0.5587403620376693,409,170,64,3,106,0,0,-0.3360289097237256,904.4221588053591,10.19494464479026,0.0,0.9999990000010001,0.38113207547169814
1,1502,200,1,200.0,0.69,0,0,0,0,0,0,0,0.365,77.09044242225697,1.0,8973,1167,1,1167.0,0.29220222793487577,470,184,50,3,80,0,0,0.05141388174807198,976.5458080214443,1.0,-7471,0.16739106205645926,-967,0.17137960568005173,0,0.9999990000010001,-967.0,0.3977977720651242,-470,-184,-50,-3,-80,0,0,0.313586118251928,-899.4553655991873,0.07894196228183713,0.0,0.9999990000010001,0.71
2,8788,1106,1,1106.0,0.26582278481012656,399,181,53,3,89,0,0,0.017179023508137433,1008.4464126148267,1.0,1635,247,1,247.0,0.7773279352226721,0,0,0,0,2,0,0,0.3117408906882591,106.98081870728123,1.0,7153,5.374923544113196,859,4.477732775393794,0,0.9999990000010001,859.0,-0.5115051504125455,399,181,53,3,87,0,0,-0.2945618671801217,901.4655939075456,9.426422562232348,0.0,0.9999990000010001,0.22267206477732793
1,1684,261,1,261.0,0.7969348659003831,0,0,0,0,0,0,0,0.3103448275862069,111.58408713348982,1.0,8418,1100,1,1100.0,0.3145454545454546,380,145,49,3,101,0,0,0.04181818181818182,949.2299967383137,1.0,-6734,0.2000475172012298,-839,0.23727272705702476,0,0.9999990000010001,-839.0,0.4823894113549285,-380,-145,-49,-3,-101,0,0,0.2685266457680251,-837.6459096048239,0.11755221326691745,0.0,0.9999990000010001,0.4904214559386973
2,1410,201,1,201.0,0.7761194029850746,0,0,0,0,0,0,0,0.32338308457711445,88.98133411356505,1.0,1419,203,1,203.0,0.7684729064039408,0,0,0,0,0,0,0,0.29064039408866993,93.71286243362671,1.0,-9,0.9936575045851602,-2,0.9901477783736563,0,0.9999990000010001,-2.0,0.00764649658113381,0,0,0,0,0,0,0,0.032742690488444526,-4.731528320061656,0.949510353790301,0.0,0.9999990000010001,0.8208955223880597
1,1413,209,1,209.0,0.6555023923444976,0,0,0,0,0,0,0,0.20574162679425836,106.52380033035594,1.0,1765,268,1,268.0,0.6865671641791045,0,0,0,0,2,0,0,0.2798507462686567,110.63885588216654,1.0,-352,0.8005665717843815,-59,0.7798507433587659,0,0.9999990000010001,-59.0,-0.031064771834606875,0,0,0,0,-2,0,0,-0.07410911947439833,-4.115055551810599,0.9628064075517949,0.0,0.9999990000010001,0.8277511961722488
1,1693,265,1,265.0,0.8226415094339623,0,0,0,0,2,0,0,0.3660377358490566,98.36080406670514,1.0,8801,1133,1,1133.0,0.263901147396293,409,170,64,3,108,0,0,0.03000882612533098,1002.7829628720642,1.0,-7108,0.1923645040117754,-868,0.23389232106452573,0,0.9999990000010001,-868.0,0.5587403620376693,-409,-170,-64,-3,-106,0,0,0.3360289097237256,-904.4221588053591,0.09808782918180298,0.0,0.9999990000010001,0.38113207547169814
